code,provinceCode,districtCode,nameTH,nameEN
191104,19,1911,ลำสมพุง,Lam Somphung
191105,19,1911,ลำพญากลาง,Lam Phaya Klang
191106,19,1911,ซับสนุ่น,Sap Sanun
191201,19,1912,แสลงพัน,Salaeng Phan
191202,19,1912,คำพราน,Kham Phran
191203,19,1912,วังม่วง,Wang Muang
191301,19,1913,เขาดินพัฒนา,Khao Din Phatthana
191302,19,1913,บ้านแก้ง,Ban Kaeng
191303,19,1913,ผึ้งรวง,Phueng Ruang
191304,19,1913,พุแค,Phu Khae
191305,19,1913,ห้วยบง,Huai Bong
191306,19,1913,หน้าพระลาน,Na Phralan
200101,20,2001,บางปลาสร้อย,Bang Pla Soi
200102,20,2001,มะขามหย่ง,Makham Yong
200103,20,2001,บ้านโขด,Ban Khot
200104,20,2001,แสนสุข,Saen Suk
200105,20,2001,บ้านสวน,Ban Suan
200106,20,2001,หนองรี,Nong Ri
200107,20,2001,นาป่า,Na Pa
200108,20,2001,หนองข้างคอก,Nong Khang Khok
200109,20,2001,ดอนหัวฬอ,Don Hua Lo
200110,20,2001,หนองไม้แดง,Nong Mai Daeng
200111,20,2001,บางทราย,Bang Sai
200112,20,2001,คลองตำหรุ,Khlong Tamru
200113,20,2001,เหมือง,Mueang
200114,20,2001,บ้านปึก,Ban Puek
200115,20,2001,ห้วยกะปิ,Huai Kapi
200116,20,2001,เสม็ด,Samet
200117,20,2001,อ่างศิลา,Ang Sila
200118,20,2001,สำนักบก,Samnak Bok
200201,20,2002,บ้านบึง,Ban Bueng
200202,20,2002,คลองกิ่ว,Khlong Kio
200203,20,2002,มาบไผ่,Map Phai
200204,20,2002,หนองซ้ำซาก,Nong Samsak
200205,20,2002,หนองบอนแดง,Nong Bon Daeng
200206,20,2002,หนองชาก,Nong Chak
200207,20,2002,หนองอิรุณ,Nong I Run
200208,20,2002,หนองไผ่แก้ว,Nong Phai Kaeo
200301,20,2003,หนองใหญ่,Nong Yai
200302,20,2003,คลองพลู,Khlong Phlu
200303,20,2003,หนองเสือช้าง,Nong Suea Chang
200304,20,2003,ห้างสูง,Hang Sung
200305,20,2003,เขาซก,Khao Sok
200401,20,2004,บางละมุง,Bang Lamung
200402,20,2004,หนองปรือ,Nong Prue
200403,20,2004,หนองปลาไหล,Nong Pla Lai
200404,20,2004,โป่ง,Pong
200405,20,2004,เขาไม้แก้ว,Khao Mai Kaeo
200406,20,2004,ห้วยใหญ่,Huai Yai
200407,20,2004,ตะเคียนเตี้ย,Takhian Tia
200408,20,2004,นาเกลือ,Na Kluea
200409,20,2004,เขตการปกครองพิเศษพัทยา,Pattaya
200501,20,2005,พานทอง,Phan Thong
200502,20,2005,หนองตำลึง,Nong Tamlueng
200503,20,2005,มาบโป่ง,Map Pong
200504,20,2005,หนองกะขะ,Nong Kakha
200505,20,2005,หนองหงษ์,Nong Hong
200506,20,2005,โคกขี้หนอน,Khok Khi Non
200507,20,2005,บ้านเก่า,Ban Kao
200508,20,2005,หน้าประดู่,Na Pradu
200509,20,2005,บางนาง,Bang Nang
200510,20,2005,เกาะลอย,Ko Loi
200511,20,2005,บางหัก,Bang Hak
200601,20,2006,พนัสนิคม,Phanat Nikhom
200602,20,2006,หน้าพระธาตุ,Na Phrathat
200603,20,2006,วัดหลวง,Wat Luang
200604,20,2006,บ้านเชิด,Ban Soet
200605,20,2006,นาเริก,Na Roek
200606,20,2006,หมอนนาง,Mon Nang
200607,20,2006,สระสี่เหลี่ยม,Sa Si Liam
200608,20,2006,วัดโบสถ์,Wat Bot
200609,20,2006,กุฎโง้ง,Kut Ngong
200610,20,2006,หัวถนน,Hua Thanon
200611,20,2006,ท่าข้าม,Tha Kham
200612,20,2006,หนองปรือ,Nong Prue
200613,20,2006,หนองขยาด,Nong Khayat
200614,20,2006,ทุ่งขวาง,Thung Khwang
200615,20,2006,หนองเหียง,Nong Hiang
200616,20,2006,นาวังหิน,Na Wang Hin
200617,20,2006,บ้านช้าง,Ban Chang
200618,20,2006,โคกเพลาะ,Khok Phlo
200619,20,2006,ไร่หลักทอง,Rai Lak Thong
200620,20,2006,นามะตูม,Na Matum
200701,20,2007,ศรีราชา,Si Racha
200702,20,2007,สุรศักดิ์,Surasak
200703,20,2007,ทุ่งสุขลา,Thung Suk La
200704,20,2007,บึง,Bueng
200705,20,2007,หนองขาม,Nong Kham
200706,20,2007,เขาคันทรง,Khao Khan Song
200707,20,2007,บางพระ,Bang Phra
200708,20,2007,บ่อวิน,Bo Win
200801,20,2008,ท่าเทววงษ์,Tha Thewawong
200901,20,2009,สัตหีบ,Sattahip
200902,20,2009,นาจอมเทียน,Na Chom Thian
200903,20,2009,พลูตาหลวง,Phlu Ta Luang
200904,20,2009,บางเสร่,Bang Sare
200905,20,2009,แสมสาร,Samae San
201001,20,2010,บ่อทอง,Bo Thong
201002,20,2010,วัดสุวรรณ,Wat Suwan
201003,20,2010,บ่อกวางทอง,Bo Kwang Thong
201004,20,2010,ธาตุทอง,That Thong
201005,20,2010,เกษตรสุวรรณ,Kaset Suwan
201006,20,2010,พลวงทอง,Phluang Thong
201101,20,2011,เกาะจันทร์,Ko Chan
201102,20,2011,ท่าบุญมี,Tha Bunmi
210101,21,2101,ท่าประดู่,Tha Pradu
210102,21,2101,เชิงเนิน,Choeng Noen
210103,21,2101,ตะพง,Taphong
210104,21,2101,ปากน้ำ,Pak Nam
210105,21,2101,เพ,Phe
210106,21,2101,แกลง,Klaeng
210107,21,2101,บ้านแลง,Ban Laeng
210108,21,2101,นาตาขวัญ,Na Ta Khwan
210109,21,2101,เนินพระ,Noen Phra
210110,21,2101,กระเฉด,Kachet
210111,21,2101,ทับมา,Thap Ma
210112,21,2101,น้ำคอก,Nam Khok
210113,21,2101,ห้วยโป่ง,Huai Pong
210114,21,2101,มาบตาพุด,Maptaphut
210115,21,2101,สำนักทอง,Samnak Thong
210201,21,2102,สำนักท้อน,Samnak Thon
210202,21,2102,พลา,Phla
210203,21,2102,บ้านฉาง,Ban Chang
210301,21,2103,ทางเกวียน,Thang Kwian
210302,21,2103,วังหว้า,Wang Wa
210303,21,2103,ชากโดน,Chak Don
210304,21,2103,เนินฆ้อ,Noen Kho
210305,21,2103,กร่ำ,Kram
210306,21,2103,ชากพง,Chak Phong
210307,21,2103,กระแสบน,Krasae Bon
210308,21,2103,บ้านนา,Ban Na
210309,21,2103,ทุ่งควายกิน,Thung Khwai Kin
210310,21,2103,กองดิน,Kong Din
210311,21,2103,คลองปูน,Khlong Pun
210312,21,2103,พังราด,Phang Rat
210313,21,2103,ปากน้ำกระแส,Pak Nam Krasae
210314,21,2103,ห้วยยาง,Huai Yang
210315,21,2103,สองสลึง,Song Salueng
210401,21,2104,วังจันทร์,Wang Chan
210402,21,2104,ชุมแสง,Chum Saeng
210403,21,2104,ป่ายุบใน,Pa Yup Nai
210404,21,2104,พลงตาเอี่ยม,Phong Ta Iam
210501,21,2105,บ้านค่าย,Ban Khai
210502,21,2105,หนองละลอก,Nong Lalok
210503,21,2105,หนองตะพาน,Nong Taphan
210504,21,2105,ตาขัน,Ta Khan
210505,21,2105,บางบุตร,Bang But
210506,21,2105,หนองบัว,Nong Bua
210507,21,2105,ชากบก,Chak Bok
210601,21,2106,ปลวกแดง,Pluak Daeng
210602,21,2106,ตาสิทธิ์,Ta Sit
210603,21,2106,ละหาร,Lahan
210604,21,2106,แม่น้ำคู้,Maenam Khu
210605,21,2106,มาบยางพร,Map Yang Phon
210606,21,2106,หนองไร่,Nong Rai
210701,21,2107,น้ำเป็น,Nam Pen
210702,21,2107,ห้วยทับมอญ,Huai Thap Mon
210703,21,2107,ชำฆ้อ,Cham Noi
210704,21,2107,เขาน้อย,Khao Noi
210801,21,2108,นิคมพัฒนา,Nikhom Phatthana
210802,21,2108,มาบข่า,Map Kha
210803,21,2108,พนานิคม,Phana Nikhom
210804,21,2108,มะขามคู่,Makham Khu
220101,22,2201,ตลาด,Talat
220102,22,2201,วัดใหม่,Wat Mai
220103,22,2201,คลองนารายณ์,Khlong Narai
220104,22,2201,เกาะขวาง,Ko Khwang
220105,22,2201,คมบาง,Kom Bang
220106,22,2201,ท่าช้าง,Tha Chang
220107,22,2201,จันทนิมิต,Chanthanimit
220108,22,2201,บางกะจะ,Bang Kacha
220109,22,2201,แสลง,Salaeng
220110,22,2201,หนองบัว,Nong Bua
220111,22,2201,พลับพลา,Phlapphla
220201,22,2202,ขลุง,Khlung
220202,22,2202,บ่อ,Bo
220203,22,2202,เกวียนหัก,Kwian Hak
220204,22,2202,ตะปอน,Tapon
220205,22,2202,บางชัน,Bang Chan
220206,22,2202,วันยาว,Wan Yao
220207,22,2202,ซึ้ง,Sueng
220208,22,2202,มาบไพ,Map Phai
220209,22,2202,วังสรรพรส,Wang Sappharot
220210,22,2202,ตรอกนอง,Trok Nong
220211,22,2202,ตกพรม,Tok Phrom
220212,22,2202,บ่อเวฬุ,Bo Weru
220301,22,2203,ท่าใหม่,Tha Mai
220302,22,2203,ยายร้า,Yai Ra
220303,22,2203,สีพยา,Si Phaya
220304,22,2203,บ่อพุ,Bo Phu
220305,22,2203,พลอยแหวน,Phloi Waen
220306,22,2203,เขาวัว,Khao Wua
220307,22,2203,เขาบายศรี,Khao Baisi
220308,22,2203,สองพี่น้อง,Song Phi Nong
220309,22,2203,ทุ่งเบญจา,Thung Bencha
220310,22,2203,รำพัน,Ramphan
220311,22,2203,โขมง,Khamong
220312,22,2203,ตะกาดเง้า,Takat Ngao
220313,22,2203,คลองขุด,Khlong Khut
220314,22,2203,เขาแก้ว,Khao Kaeo
220402,22,2204,ทับไทร,Thap Sai
220401,22,2204,โป่งน้ำร้อน,Pong Nam Ron
220403,22,2204,หนองตาคง,Nong Ta Khong
220404,22,2204,เทพนิมิต,Thep Nimit
220405,22,2204,คลองใหญ่,Khlong Yai
220506,22,2205,มะขาม,Makham
220507,22,2205,ท่าหลวง,Tha Luang
220508,22,2205,ปัถวี,Patthawi
220509,22,2205,วังแซ้ม,Wang Saem
220510,22,2205,ฉมัน,Cha Man
220511,22,2205,อ่างคีรี,Ang Khiri
220601,22,2206,ปากน้ำแหลมสิงห์,Pak Nam Laem Sing
220602,22,2206,เกาะเปริด,Ko Proet
220603,22,2206,หนองชิ่ม,Nong Chim
220604,22,2206,พลิ้ว,Phlio
220605,22,2206,คลองน้ำเค็ม,Khlong Nam Khem
220606,22,2206,บางสระเก้า,Bang Sa Kao
220607,22,2206,บางกะไชย,Bang Kachai
220701,22,2207,ปะตง,Patong
220702,22,2207,ทุ่งขนาน,Thung Khanan
220703,22,2207,ทับช้าง,Thap Chang
220704,22,2207,ทรายขาว,Sai Khao
220705,22,2207,สะตอน,Saton
220801,22,2208,แก่งหางแมว,Kaeng Hang Maeo
220802,22,2208,ขุนซ่อง,Khun Song
220803,22,2208,สามพี่น้อง,Sam Phi Nong
220804,22,2208,พวา,Phawa
220805,22,2208,เขาวงกต,Khao Wongkot
220901,22,2209,นายายอาม,Na Yai Am
220902,22,2209,วังโตนด,Wang Tanot
220903,22,2209,กระแจะ,Krachae
220904,22,2209,สนามไชย,Sanam Chai
220905,22,2209,ช้างข้าม,Chang Kham
220906,22,2209,วังใหม่,Wang Mai
221001,22,2210,ซากไทย,Chak Thai
221002,22,2210,พลวง,Phluang
221003,22,2210,ตะเคียนทอง,Takhian Thong
221004,22,2210,คลองพลู,Khlong Phlu
221005,22,2210,จันทเขลม,Chanthakhlem
230101,23,2301,บางพระ,Bang Phra
230102,23,2301,หนองเสม็ด,Nong Samet
230103,23,2301,หนองโสน,Nong Sano
230104,23,2301,หนองคันทรง,Nong Khan Song
230105,23,2301,ห้วงน้ำขาว,Huang Nam Khao
230106,23,2301,อ่าวใหญ่,Ao Yai
230107,23,2301,วังกระแจะ,Wang Krachae
230108,23,2301,ห้วยแร้ง,Huai Raeng
230109,23,2301,เนินทราย,Noen Sai
230110,23,2301,ท่าพริก,Tha Phrik
230111,23,2301,ท่ากุ่ม,Tha Kum
230112,23,2301,ตะกาง,Takang
230113,23,2301,ชำราก,Cham Rak
230114,23,2301,แหลมกลัด,Laem Klat
230201,23,2302,คลองใหญ่,Khlong Yai
230202,23,2302,ไม้รูด,Mai Rut
230203,23,2302,หาดเล็ก,Hat Lek
230301,23,2303,เขาสมิง,Khao Saming
230302,23,2303,แสนตุ้ง,Saen Tung
230303,23,2303,วังตะเคียน,Wang Takhian
230304,23,2303,ท่าโสม,Tha Som
230305,23,2303,สะตอ,Sato
230306,23,2303,ประณีต,Pranit
230307,23,2303,เทพนิมิต,Thep Nimit
230308,23,2303,ทุ่งนนทรี,Thung Nonsi
230401,23,2304,บ่อพลอย,Bo Phloi
230402,23,2304,ช้างทูน,Chang Thun
230403,23,2304,ด่านชุมพล,Dan Chumphon
230404,23,2304,หนองบอน,Nong Bon
230405,23,2304,นนทรีย์,Nonsi
230501,23,2305,แหลมงอบ,Laem Ngop
230502,23,2305,น้ำเชี่ยว,Nam Chiao
230503,23,2305,บางปิด,Bang Pit
230504,23,2305,คลองใหญ่,Khlong Yai
230601,23,2306,เกาะหมาก,Ko Mak
230602,23,2306,เกาะกูด,Ko Kut
230701,23,2307,เกาะช้าง,Ko Chang
230702,23,2307,เกาะช้างใต้,Ko Chang Tai
240101,24,2401,หน้าเมือง,Na Mueang
240102,24,2401,ท่าไข่,Tha Khai
240103,24,2401,บ้านใหม่,Ban Mai
240104,24,2401,คลองนา,Khlong Na
240105,24,2401,บางตีนเป็ด,Bang Tin Pet
240106,24,2401,บางไผ่,Bang Phai
240107,24,2401,คลองจุกกระเฌอ,Khlong Chuk Khachoe
240108,24,2401,บางแก้ว,Bang Kaeo
240109,24,2401,บางขวัญ,Bang Khwan
240110,24,2401,คลองนครเนื่องเขต,Khlong Nakhon Nueang Khet
240111,24,2401,วังตะเคียน,Wang Takhian
240112,24,2401,โสธร,Sothon
240113,24,2401,บางพระ,Bang Phra
240114,24,2401,บางกระไห,Bang Kahai
240115,24,2401,หนามแดง,Nam Daeng
240116,24,2401,คลองเปรง,Khlong Preng
240117,24,2401,คลองอุดมชลจร,Khlong Udom Chonlachon
240118,24,2401,คลองหลวงแพ่ง,Khlong Luang Phaeng
240119,24,2401,บางเตย,Bang Toei
240201,24,2402,บางคล้า,Bang Khla
240202,24,2402,บางสวน,Bang Suan
240203,24,2402,บางกระเจ็ด,Bang Krachet
240204,24,2402,ปากน้ำ,Pak Nam
240205,24,2402,ท่าทองหลาง,Tha Thong Lang
240206,24,2402,สาวชะโงก,Sao Cha-Ngo
240207,24,2402,เสม็ดเหนือ,Samet Nuea
240208,24,2402,เสม็ดใต้,Samet Tai
240209,24,2402,หัวไทร,Hua Sai
240301,24,2403,บางน้ำเปรี้ยว,Bang Nam Priao
240302,24,2403,บางขนาก,Bang Khanak
240303,24,2403,สิงโตทอง,Singto Thong
240304,24,2403,หมอนทอง,Mon Thong
240305,24,2403,บึงน้ำรักษ์,Bueng Nam Rak
240306,24,2403,ดอนเกาะกา,Don Ko Ka
240307,24,2403,โยธะกา,Yothaka
240308,24,2403,ดอนฉิมพลี,Don Chimphli
240309,24,2403,ศาลาแดง,Sala Daeng
240310,24,2403,โพรงอากาศ,Phrong Akat
240401,24,2404,บางปะกง,Bang Pakong
240402,24,2404,ท่าสะอ้าน,Tha Sa-An
240403,24,2404,บางวัว,Bang Wua
240404,24,2404,บางสมัคร,Bang Samak
240405,24,2404,บางผึ้ง,Bang Phueng
240406,24,2404,บางเกลือ,Bang Kluea
240407,24,2404,สองคลอง,Song Khlong
240408,24,2404,หนองจอก,Nong Chok
240409,24,2404,พิมพา,Phimpha
240410,24,2404,ท่าข้าม,Tha Kham
240411,24,2404,หอมศีล,Hom Sin
240412,24,2404,เขาดิน,Khao Din
240501,24,2405,บ้านโพธิ์,Ban Pho
240502,24,2405,เกาะไร่,Ko Rai
240503,24,2405,คลองขุด,Khlong Khut
240504,24,2405,คลองบ้านโพธิ์,Khlong Ban Pho
240505,24,2405,คลองประเวศ,Khlong Prawet
240506,24,2405,ดอนทราย,Don Sai
240507,24,2405,เทพราช,Theppharat
240508,24,2405,ท่าพลับ,Tha Phlap
240509,24,2405,หนองตีนนก,Nong Tin Nok
240510,24,2405,หนองบัว,Nong Bua
240511,24,2405,บางซ่อน,Bang Son
240512,24,2405,บางกรูด,Bang Krut
240513,24,2405,แหลมประดู่,Laem Pradu
240514,24,2405,ลาดขวาง,Lat Khwang
240515,24,2405,สนามจันทร์,Sanam Chan
240516,24,2405,แสนภูดาษ,Saen Phu Dat
240517,24,2405,สิบเอ็ดศอก,Sip Et Sok
240601,24,2406,เกาะขนุน,Ko Khanun
240602,24,2406,บ้านซ่อง,Ban Song
240603,24,2406,พนมสารคาม,Phanom Sarakham
240604,24,2406,เมืองเก่า,Mueang Kao
240605,24,2406,หนองยาว,Nong Yao
240606,24,2406,ท่าถ่าน,Tha Than
240607,24,2406,หนองแหน,Nong Nae
240608,24,2406,เขาหินซ้อน,Khao Hin Son
240701,24,2407,บางคา,Bang Kha
240702,24,2407,เมืองใหม่,Mueang Mai
240703,24,2407,ดงน้อย,Dong Noi
240801,24,2408,คู้ยายหมี,Khu Yai Mi
240802,24,2408,ท่ากระดาน,Tha Kradan
240803,24,2408,ทุ่งพระยา,Thung Phraya
240804,24,2408,ลาดกระทิง,Lat Krathing
240901,24,2409,แปลงยาว,Plaeng Yao
240902,24,2409,วังเย็น,Wang Yen
240903,24,2409,หัวสำโรง,Hua Samrong
240904,24,2409,หนองไม้แก่น,Nong Mai Kaen
241001,24,2410,ท่าตะเกียบ,Tha Takiap
241002,24,2410,คลองตะเกรา,Khlong Takrao
241101,24,2411,ก้อนแก้ว,Kon Kaeo
241102,24,2411,คลองเขื่อน,Khlong Khuean
241103,24,2411,บางเล่า,Bang Lao
241104,24,2411,บางโรง,Bang Rong
241105,24,2411,บางตลาด,Bang Talat
250101,1,2501,หน้าเมือง,Na Mueang
250102,2,2501,รอบเมือง,Rop Mueang
250101,25,2501,หน้าเมือง,Na Mueang
250102,25,2501,รอบเมือง,Rop Mueang
250103,25,2501,วัดโบสถ์,Wat Bot
250104,25,2501,บางเดชะ,Bang Decha
250105,25,2501,ท่างาม,Tha Ngam
250106,25,2501,บางบริบูรณ์,Bang Boribun
250107,25,2501,ดงพระราม,Dong Phraram
250108,25,2501,บ้านพระ,Ban Phra
250109,25,2501,โคกไม้ลาย,Khok Mai Lai
250110,25,2501,ไม้เค็ด,Mai Khet
250111,25,2501,ดงขี้เหล็ก,Dong Khi Lek
250112,25,2501,เนินหอม,Noen Hom
250113,25,2501,โนนห้อม,Non Hom
250201,25,2502,กบินทร์,Kabin
250202,25,2502,เมืองเก่า,Mueang Kao
250203,25,2502,วังดาล,Wang Dan
250204,25,2502,นนทรี,Nonsi
250205,25,2502,ย่านรี,Yan Ri
250206,25,2502,วังตะเคียน,Wang Takhian
250207,25,2502,หาดนางแก้ว,Hat Nang Kaeo
250208,25,2502,ลาดตะเคียน,Lat Takhian
250209,25,2502,บ้านนา,Ban Na
250210,25,2502,บ่อทอง,Bo Thong
250211,25,2502,หนองกี่,Nong Ki
250212,25,2502,นาแขม,Na Khaem
250213,25,2502,เขาไม้แก้ว,Khao Mai Kaeo
250214,25,2502,วังท่าช้าง,Wang Tha Chang
250301,25,2503,นาดี,Na Di
250302,25,2503,สำพันตา,Sam Phan Ta
250303,25,2503,สะพานหิน,Saphan Hin
250304,25,2503,ทุ่งโพธิ์,Thung Pho
250305,25,2503,แก่งดินสอ,Kaeng Dinso
250306,25,2503,บุพราหมณ์,Bu Phram
250401,25,2504,บ้านสร้าง,Ban Sang
250402,25,2504,บางกระเบา,Bang Krabao
250403,25,2504,บางเตย,Bang Toei
250404,25,2504,บางยาง,Bang Yang
250405,25,2504,บางแตน,Bang Taen
250406,25,2504,บางพลวง,Bang Phluang
250407,25,2504,บางปลาร้า,Bang Pla Ra
250408,25,2504,บางขาม,Bang Kham
250409,25,2504,กระทุ่มแพ้ว,Krathum Phaeo
250501,25,2505,ประจันตคาม,Prachantakham
250502,25,2505,เกาะลอย,Ko Loi
250503,25,2505,บ้านหอย,Ban Hoi
250504,25,2505,หนองแสง,Nong Saeng
250505,25,2505,ดงบัง,Dong Bang
250506,25,2505,คำโตนด,Kham Tanot
250507,25,2505,บุฝ้าย,Bu Fai
250508,25,2505,หนองแก้ว,Nong Kaeo
250509,25,2505,โพธิ์งาม,Pho Ngam
250601,25,2506,ศรีมหาโพธิ,Si Mahapho
250602,25,2506,สัมพันธ์,Samphan
250603,25,2506,บ้านทาม,Ban Tham
250604,25,2506,ท่าตูม,Tha Tum
250605,25,2506,บางกุ้ง,Bang Kung
250606,25,2506,ดงกระทงยาม,Dong Krathong Yam
250607,25,2506,หนองโพรง,Nong Phrong
250608,25,2506,หัวหว้า,Hua Wa
250609,25,2506,หาดยาง,Hat Yang
250610,25,2506,กรอกสมบูรณ์,Krok Sombun
250701,25,2507,โคกปีบ,Khok Pip
250702,25,2507,โคกไทย,Khok Thai
250703,25,2507,คู้ลำพัน,Khu Lamphan
250704,25,2507,ไผ่ชะเลือด,Phai Chalueat
260101,26,2601,นครนายก,Nakhon Nayok
260102,26,2601,ท่าช้าง,Tha Chang
260103,26,2601,บ้านใหญ่,Ban Yai
260104,26,2601,วังกระโจม,Wang Krachom
260105,26,2601,ท่าทราย,Tha Sai
260106,26,2601,ดอนยอ,Don Yo
260107,26,2601,ศรีจุฬา,Si Chula
260108,26,2601,ดงละคร,Dong Lakhon
260109,26,2601,ศรีนาวา,Si Nawa
260110,26,2601,สาริกา,Sarika
260111,26,2601,หินตั้ง,Hin Tang
260112,26,2601,เขาพระ,Khao Phra
260113,26,2601,พรหมณี,Phrommani
260201,26,2602,เกาะหวาย,Ko Wai
260203,26,2602,เกาะโพธิ์,Ko Pho
260202,26,2602,ปากพลี,Pak Phli
260205,26,2602,โคกกรวด,Khok Kruat
260204,26,2602,ท่าเรือ,Tha Ruea
260206,26,2602,หนองแสง,Nong Saeng
260207,26,2602,นาหินลาด,Na Hin Lat
260301,26,2603,บ้านนา,Ban Na
260302,26,2603,บ้านพร้าว,Ban Phrao
260303,26,2603,บ้านพริก,Ban Phrik
260304,26,2603,อาษา,A Sa
260305,26,2603,ทองหลาง,Thong Lang
260306,26,2603,บางอ้อ,Bang O
260307,26,2603,พิกุลออก,Phikun Ok
260308,26,2603,ป่าขะ,Pa Kha
260309,26,2603,เขาเพิ่ม,Khao Phoem
260310,26,2603,ศรีกะอาง,Si Ka-Ang
260401,26,2604,พระอาจารย์,Phra Achan
260402,26,2604,บึงศาล,Bueng San
260403,26,2604,ศรีษะกระบือ,Sisa Krabue
260404,26,2604,โพธิ์แทน,Pho Thaen
260405,26,2604,บางสมบูรณ์,Bang Sombun
260406,26,2604,ทรายมูล,Sai Mun
260407,26,2604,บางปลากด,Bang Pla Kot
260408,26,2604,บางลูกเสือ,Bang Luk Suea
260409,26,2604,องครักษ์,Ongkharak
260410,26,2604,ชุมพล,Chum Phon
260411,26,2604,คลองใหญ่,Khlong Yai
270101,27,2701,สระแก้ว,Sa Kaeo
270102,27,2701,บ้านแก้ง,Ban Kaeng
270103,27,2701,ศาลาลำดวน,Sala Lamduan
270104,27,2701,โคกปี่ฆ้อง,Khok Pi Khong
270105,27,2701,ท่าแยก,Tha Yaek
270106,27,2701,ท่าเกษม,Tha Kasem
270107,27,2701,สระขวัญ,Sa Khwan
270108,27,2701,หนองบอน,Nong Bon
270201,27,2702,คลองหาด,Khlong Hat
270202,27,2702,ไทยอุดม,Thai Udom
270203,27,2702,ซับมะกรูด,Sap Makrut
270204,27,2702,ไทรเดี่ยว,Sai Diao
270205,27,2702,คลองไก่เถื่อน,Khlong Kai Thuean
270206,27,2702,เบญจขร,Benchakhon
270207,27,2702,ไทรทอง,Sai Thong
270301,27,2703,ตาพระยา,Ta Phraya
270302,27,2703,ทัพเสด็จ,Thap Sadet
270303,27,2703,ทัพราช,Thappharat
270304,27,2703,ทัพไทย,Thap Thai
270305,27,2703,โคคลาน,Khot Lan
270401,27,2704,วังน้ำเย็น,Wang Nam Yen
270402,27,2704,ตาหลังใน,Ta Lang Nai
270403,27,2704,คลองหินปูน,Khlong Hin Pun
270404,27,2704,ทุ่งมหาเจริญ,Thung Mahacharoen
270501,27,2705,วัฒนานคร,Watthana Nakhon
270502,27,2705,ท่าเกวียน,Tha Kwian
270503,27,2705,ผักขะ,Phak Kha
270504,27,2705,โนนหมากเค็ง,Non Mak Kheng
270505,27,2705,หนองน้ำใส,Nong Nam Sai
270506,27,2705,ช่องกุ่ม,Chong Kum
270507,27,2705,หนองแวง,Nong Waeng
270508,27,2705,แซร์ออ,Sae-O
270509,27,2705,หนองหมากฝ้าย,Nong Mak Fai
270510,27,2705,หนองตะเคียนบอน,Nong Takhian Bon
270511,27,2705,ห้วยโจด,Huai Chot
270601,27,2706,อรัญประเทศ,Aranya Prathet
270602,27,2706,เมืองไผ่,Mueang Phai
270603,27,2706,หันทราย,Han Sai
270604,27,2706,คลองน้ำใส,Khlong Nam Sai
270605,27,2706,ท่าข้าม,Tha Kham
270606,27,2706,ป่าไร่,Pa Rai
270607,27,2706,ทับพริก,Thap Phrik
270608,27,2706,บ้านใหม่หนองไทร,Ban Mai Nong Sai
270609,27,2706,ผ่านศึก,Phan Suek
270610,27,2706,หนองสังข์,Nong Sang
270611,27,2706,คลองทับจันทร์,Khlong Thap Chan
270612,27,2706,ฟากห้วย,Fak Huai
270613,27,2706,บ้านด่าน,Ban Dan
270701,27,2707,เขาฉกรรจ์,Khao Chakan
270702,27,2707,หนองหว้า,Nong Wa
270703,27,2707,พระเพลิง,Phra Phloeng
270704,27,2707,เขาสามสิบ,Khao Sam Sip
270801,27,2708,โคกสูง,Khok Sung
270802,27,2708,หนองม่วง,Nong Muang
270803,27,2708,หนองแวง,Nong Waeng
270804,27,2708,โนนหมากมุ่น,Non Mak Mun
270901,27,2709,วังสมบูรณ์,Wang Sombun
270902,27,2709,วังใหม่,Wang Mai
270903,27,2709,วังทอง,Wang Thong
300101,30,3001,ในเมือง,Nai Mueang
300102,30,3001,โพธิ์กลาง,Pho Klang
300103,30,3001,หนองจะบก,Nong Chabok
300104,30,3001,โคกสูง,Khok Sung
300105,30,3001,มะเริง,Maroeng
300106,30,3001,หนองระเวียง,Nong Rawiang
300107,30,3001,ปรุใหญ่,Pru Yai
300108,30,3001,หมื่นไวย,Muen Wai
300109,30,3001,พลกรัง,Phon Krang
300110,30,3001,หนองไผ่ล้อม,Nong Phai Lom
300111,30,3001,หัวทะเล,Hua Thale
300112,30,3001,บ้านเกาะ,Ban Ko
300113,30,3001,บ้านใหม่,Ban Mai
300114,30,3001,พุดซา,Phut Sa
300115,30,3001,บ้านโพธิ์,Ban Pho
300116,30,3001,จอหอ,Cho Ho
300117,30,3001,โคกกรวด,Khok Kruat
300118,30,3001,ไชยมงคล,Chai Mongkhon
300119,30,3001,หนองบัวศาลา,Nong Bua Sala
300120,30,3001,สุรนารี,Suranari
300121,30,3001,สีมุม,Si Mum
300122,30,3001,ตลาด,Talat
300123,30,3001,พะเนา,Phanao
300124,30,3001,หนองกระทุ่ม,Nong Krathum
300125,30,3001,หนองไข่น้ำ,Nong Khai Nam
300201,30,3002,แชะ,Chae
300202,30,3002,เฉลียง,Chaliang
300203,30,3002,ครบุรี,Khon Buri
300204,30,3002,โคกกระชาย,Khok Krachai
300205,30,3002,จระเข้หิน,Chorakhe Hin
300206,30,3002,มาบตะโกเอน,Map Tako En
300207,30,3002,อรพิมพ์,Oraphim
300208,30,3002,บ้านใหม่,Ban Mai
300209,30,3002,ลำเพียก,Lamphiak
300210,30,3002,ครบุรีใต้,Khon Buri Tai
300211,30,3002,ตะแบกบาน,Tabaek Ban
